variable,unit,nilai,jumlah,proporsi
voltage_v,V,247.1,88,4.34027777777778e-05
voltage_v,V,247.2,22,1.08506944444444e-05
voltage_v,V,247.3,88,4.34027777777778e-05
voltage_v,V,247.4,88,4.34027777777778e-05
voltage_v,V,247.5,44,2.17013888888889e-05
voltage_v,V,247.6,66,3.25520833333333e-05
voltage_v,V,247.7,66,3.25520833333333e-05
voltage_v,V,247.8,176,8.68055555555556e-05
voltage_v,V,247.9,154,7.59548611111111e-05
voltage_v,V,248,66,3.25520833333333e-05
voltage_v,V,248.2,44,2.17013888888889e-05
voltage_v,V,248.3,110,5.42534722222222e-05
voltage_v,V,248.4,44,2.17013888888889e-05
voltage_v,V,248.5,22,1.08506944444444e-05
voltage_v,V,248.6,22,1.08506944444444e-05
voltage_v,V,248.7,22,1.08506944444444e-05
voltage_v,V,248.8,66,3.25520833333333e-05
voltage_v,V,249.1,66,3.25520833333333e-05
voltage_v,V,249.4,22,1.08506944444444e-05
voltage_v,V,249.5,66,3.25520833333333e-05
voltage_v,V,249.6,66,3.25520833333333e-05
voltage_v,V,249.8,22,1.08506944444444e-05
voltage_v,V,250.1,44,2.17013888888889e-05
voltage_v,V,250.2,22,1.08506944444444e-05
voltage_v,V,250.3,22,1.08506944444444e-05
voltage_v,V,250.5,22,1.08506944444444e-05
voltage_v,V,250.9,22,1.08506944444444e-05
current_a,A,0.12,66,3.25520833333333e-05
current_a,A,0.13,374,0.000184461805555556
current_a,A,0.131,22,1.08506944444444e-05
current_a,A,0.14,15796,0.00779079861111111
current_a,A,0.15,444180,0.219075520833333
current_a,A,0.16,759946,0.374815538194444
current_a,A,0.17,649748,0.320464409722222
current_a,A,0.18,116732,0.0575737847222222
current_a,A,0.19,40326,0.0198893229166667
current_a,A,0.2,110,5.42534722222222e-05
current_a,A,0.21,66,3.25520833333333e-05
current_a,A,0.23,22,1.08506944444444e-05
current_a,A,0.24,44,2.17013888888889e-05
current_a,A,0.25,22,1.08506944444444e-05
current_a,A,0.26,22,1.08506944444444e-05
current_a,A,0.5,22,1.08506944444444e-05
current_a,A,2.2,22,1.08506944444444e-05
power_w,W,25.4,22,1.08506944444444e-05
power_w,W,25.5,44,2.17013888888889e-05
power_w,W,27,22,1.08506944444444e-05
power_w,W,27.5,22,1.08506944444444e-05
power_w,W,27.6,22,1.08506944444444e-05
power_w,W,28.1,22,1.08506944444444e-05
power_w,W,28.2,44,2.17013888888889e-05
power_w,W,28.3,22,1.08506944444444e-05
power_w,W,28.4,22,1.08506944444444e-05
power_w,W,28.5,22,1.08506944444444e-05
power_w,W,28.6,22,1.08506944444444e-05
power_w,W,28.7,88,4.34027777777778e-05
power_w,W,28.8,110,5.42534722222222e-05
power_w,W,28.9,88,4.34027777777778e-05
power_w,W,29,242,0.000119357638888889
power_w,W,29.09,22,1.08506944444444e-05
power_w,W,29.1,572,0.000282118055555556
power_w,W,29.2,330,0.000162760416666667
power_w,W,29.3,506,0.000249565972222222
power_w,W,29.4,440,0.000217013888888889
power_w,W,29.5,638,0.000314670138888889
power_w,W,29.6,418,0.000206163194444444
power_w,W,29.7,484,0.000238715277777778
power_w,W,29.8,594,0.00029296875
power_w,W,29.9,506,0.000249565972222222
power_w,W,30,814,0.000401475694444444
power_w,W,30.1,726,0.000358072916666667
power_w,W,30.2,1452,0.000716145833333333
power_w,W,30.3,1166,0.000575086805555556
power_w,W,30.4,1826,0.000900607638888889
power_w,W,30.5,1650,0.000813802083333333
power_w,W,30.6,1892,0.000933159722222222
power_w,W,30.7,2112,0.00104166666666667
power_w,W,30.8,1694,0.000835503472222222
power_w,W,30.9,1980,0.0009765625
power_w,W,31,1980,0.0009765625
power_w,W,31.1,2222,0.00109592013888889
power_w,W,31.2,2574,0.00126953125
power_w,W,31.3,3410,0.00168185763888889
power_w,W,31.4,3322,0.00163845486111111
power_w,W,31.5,4422,0.00218098958333333
power_w,W,31.6,4356,0.0021484375
power_w,W,31.7,5434,0.00268012152777778
power_w,W,31.8,5566,0.00274522569444444
power_w,W,31.9,5962,0.00294053819444444
power_w,W,32,6094,0.00300564236111111
power_w,W,32.1,6578,0.00324435763888889
power_w,W,32.2,6864,0.00338541666666667
power_w,W,32.3,7040,0.00347222222222222
power_w,W,32.4,7722,0.00380859375
power_w,W,32.5,8382,0.00413411458333333
power_w,W,32.6,8536,0.00421006944444444
power_w,W,32.7,8800,0.00434027777777778
power_w,W,32.8,9966,0.00491536458333333
power_w,W,32.9,9152,0.00451388888888889
power_w,W,33,9174,0.00452473958333333
power_w,W,33.1,10120,0.00499131944444444
power_w,W,33.2,10362,0.00511067708333333
power_w,W,33.3,11770,0.00580512152777778
power_w,W,33.4,11396,0.00562065972222222
power_w,W,33.5,12760,0.00629340277777778
power_w,W,33.6,12232,0.00603298611111111
power_w,W,33.7,12056,0.00594618055555556
power_w,W,33.8,13750,0.00678168402777778
power_w,W,33.9,14058,0.00693359375
power_w,W,34,14806,0.00730251736111111
power_w,W,34.1,15312,0.00755208333333333
power_w,W,34.2,16918,0.00834418402777778
power_w,W,34.3,18326,0.00903862847222222
power_w,W,34.4,19888,0.00980902777777778
power_w,W,34.5,20130,0.00992838541666667
power_w,W,34.6,21208,0.0104600694444444
power_w,W,34.7,23100,0.0113932291666667
power_w,W,34.8,25058,0.0123589409722222
power_w,W,34.9,25190,0.0124240451388889
power_w,W,35,27500,0.0135633680555556
power_w,W,35.1,29392,0.0144965277777778
power_w,W,35.2,30470,0.0150282118055556
power_w,W,35.3,33418,0.0164822048611111
power_w,W,35.4,32890,0.0162217881944444
power_w,W,35.5,33836,0.0166883680555556
power_w,W,35.6,35134,0.0173285590277778
power_w,W,35.7,34452,0.0169921875
power_w,W,35.8,34254,0.01689453125
power_w,W,35.9,30954,0.0152669270833333
power_w,W,36,30932,0.0152560763888889
power_w,W,36.1,30888,0.015234375
power_w,W,36.2,30250,0.0149197048611111
power_w,W,36.3,28292,0.0139539930555556
power_w,W,36.4,28270,0.0139431423611111
power_w,W,36.5,26092,0.0128689236111111
power_w,W,36.6,26862,0.0132486979166667
power_w,W,36.7,25586,0.0126193576388889
power_w,W,36.8,25608,0.0126302083333333
power_w,W,36.9,25696,0.0126736111111111
power_w,W,37,25652,0.0126519097222222
power_w,W,37.1,24508,0.0120876736111111
power_w,W,37.2,25586,0.0126193576388889
power_w,W,37.3,24772,0.0122178819444444
power_w,W,37.4,26202,0.0129231770833333
power_w,W,37.5,24640,0.0121527777777778
power_w,W,37.6,27104,0.0133680555555556
power_w,W,37.7,24332,0.0120008680555556
power_w,W,37.8,25124,0.0123914930555556
power_w,W,37.9,23804,0.0117404513888889
power_w,W,38,24376,0.0120225694444444
power_w,W,38.1,23254,0.0114691840277778
power_w,W,38.17,5324,0.00262586805555556
power_w,W,38.2,23276,0.0114800347222222
power_w,W,38.3,22220,0.0109592013888889
power_w,W,38.4,23298,0.0114908854166667
power_w,W,38.5,24156,0.0119140625
power_w,W,38.51,5280,0.00260416666666667
power_w,W,38.6,22836,0.0112630208333333
power_w,W,38.7,22792,0.0112413194444444
power_w,W,38.73,3520,0.00173611111111111
power_w,W,38.8,22462,0.0110785590277778
power_w,W,38.9,28182,0.0138997395833333
power_w,W,39,25586,0.0126193576388889
power_w,W,39.1,23320,0.0115017361111111
power_w,W,39.2,22044,0.0108723958333333
power_w,W,39.3,22132,0.0109157986111111
power_w,W,39.4,21846,0.0107747395833333
power_w,W,39.5,21736,0.0107204861111111
power_w,W,39.6,20592,0.01015625
power_w,W,39.7,17578,0.00866970486111111
power_w,W,39.8,17754,0.00875651041666667
power_w,W,39.9,16280,0.00802951388888889
power_w,W,40,15356,0.00757378472222222
power_w,W,40.1,14278,0.00704210069444444
power_w,W,40.2,13244,0.00653211805555556
power_w,W,40.3,10692,0.0052734375
power_w,W,40.4,10582,0.00521918402777778
power_w,W,40.5,10296,0.005078125
power_w,W,40.6,10406,0.00513237847222222
power_w,W,40.7,9526,0.00469835069444444
power_w,W,40.8,9262,0.00456814236111111
power_w,W,40.9,8448,0.00416666666666667
power_w,W,41,9064,0.00447048611111111
power_w,W,41.01,22,1.08506944444444e-05
power_w,W,41.1,7590,0.00374348958333333
power_w,W,41.2,7722,0.00380859375
power_w,W,41.27,638,0.000314670138888889
power_w,W,41.3,6182,0.00304904513888889
power_w,W,41.4,7414,0.00365668402777778
power_w,W,41.5,6094,0.00300564236111111
power_w,W,41.6,6204,0.00305989583333333
power_w,W,41.7,5434,0.00268012152777778
power_w,W,41.8,5500,0.00271267361111111
power_w,W,41.9,4444,0.00219184027777778
power_w,W,42,4312,0.00212673611111111
power_w,W,42.1,4708,0.00232204861111111
power_w,W,42.2,4092,0.00201822916666667
power_w,W,42.3,3608,0.00177951388888889
power_w,W,42.39,5368,0.00264756944444444
power_w,W,42.4,3058,0.00150824652777778
power_w,W,42.47,5346,0.00263671875
power_w,W,42.5,3388,0.00167100694444444
power_w,W,42.6,2420,0.00119357638888889
power_w,W,42.7,2816,0.00138888888888889
power_w,W,42.8,2596,0.00128038194444444
power_w,W,42.9,2112,0.00104166666666667
power_w,W,43,1694,0.000835503472222222
power_w,W,43.1,2068,0.00101996527777778
power_w,W,43.2,1584,0.00078125
power_w,W,43.3,1320,0.000651041666666667
power_w,W,43.31,5346,0.00263671875
power_w,W,43.4,858,0.000423177083333333
power_w,W,43.42,3036,0.00149739583333333
power_w,W,43.46,5522,0.00272352430555556
power_w,W,43.5,946,0.000466579861111111
power_w,W,43.6,726,0.000358072916666667
power_w,W,43.7,616,0.000303819444444444
power_w,W,43.78,5236,0.00258246527777778
power_w,W,43.8,462,0.000227864583333333
power_w,W,43.9,330,0.000162760416666667
power_w,W,44,374,0.000184461805555556
power_w,W,44.08,5434,0.00268012152777778
power_w,W,44.1,286,0.000141059027777778
power_w,W,44.2,66,3.25520833333333e-05
power_w,W,44.3,22,1.08506944444444e-05
power_w,W,44.4,22,1.08506944444444e-05
power_w,W,44.5,22,1.08506944444444e-05
power_w,W,44.6,22,1.08506944444444e-05
power_w,W,45,22,1.08506944444444e-05
power_w,W,45.3,22,1.08506944444444e-05
power_w,W,45.4,22,1.08506944444444e-05
power_w,W,46.9,22,1.08506944444444e-05
power_w,W,47.2,22,1.08506944444444e-05
power_w,W,47.4,22,1.08506944444444e-05
power_w,W,49.4,22,1.08506944444444e-05
power_w,W,49.5,22,1.08506944444444e-05
power_w,W,52.3,22,1.08506944444444e-05
power_w,W,52.7,22,1.08506944444444e-05
power_w,W,54.6,22,1.08506944444444e-05
power_w,W,55.4,22,1.08506944444444e-05
power_w,W,59.4,22,1.08506944444444e-05
power_w,W,110,22,1.08506944444444e-05
power_w,W,484,22,1.08506944444444e-05
occupancy_count,orang,0,102322,0.0504665798611111
occupancy_count,orang,1,171666,0.08466796875
occupancy_count,orang,2,372504,0.183723958333333
occupancy_count,orang,3,555610,0.274034288194444
occupancy_count,orang,4,455796,0.2248046875
occupancy_count,orang,5,369622,0.182302517361111
